work_order_id,opened_at,closed_at,property_area,system_type,issue_type,maintenance_type,priority,shift,technician_id,asset_age_years,guest_impact,room_out_of_order,response_minutes,repair_minutes,downtime_hours,labor_hours,parts_cost,labor_cost,total_cost,sla_target_minutes,sla_met,repeat_within_30_days,guest_satisfaction
WO-01140,2025-06-25 16:35:00,2025-06-25 19:10:00,Kitchen,Plumbing,Preventive inspection,Preventive,Medium,Evening,ENG-07,14,True,False,60,95,2.58,1.58,33.22,60.83,94.05,120,True,False,4.7
WO-00299,2025-06-26 07:02:00,2025-06-26 08:58:00,Guest Room,Electrical,Outlet failure,Corrective,Emergency,Day,ENG-02,10,True,True,7,109,1.93,1.82,108.92,70.07,178.99,15,True,False,4.3
WO-00678,2025-06-26 07:24:00,2025-06-26 10:59:00,Guest Room,HVAC,Thermostat fault,Corrective,Medium,Day,ENG-04,6,False,False,60,155,3.58,2.58,111.72,99.33,211.05,120,True,False,
WO-00305,2025-06-26 08:41:00,2025-06-26 11:32:00,Lobby,General Maintenance,Door hardware,Corrective,Low,Day,ENG-03,3,False,False,120,51,2.85,0.85,33.91,32.73,66.64,240,True,False,
WO-00606,2025-06-26 15:11:00,2025-06-26 17:46:00,Mechanical Room,HVAC,Condensate leak,Corrective,High,Evening,ENG-06,5,False,False,41,114,2.58,1.9,93.16,73.15,166.31,30,False,True,
WO-00734,2025-06-27 18:36:00,2025-06-27 21:20:00,Lobby,Life Safety,Exit sign failure,Preventive,Low,Evening,ENG-07,1,False,False,110,54,2.73,0.9,23.9,34.65,58.55,240,True,False,
WO-00559,2025-06-28 00:35:00,2025-06-28 04:26:00,Mechanical Room,Refrigeration,Temperature above range,Corrective,Medium,Overnight,ENG-09,10,False,False,126,105,3.85,1.75,246.86,67.38,314.24,120,False,True,
WO-00180,2025-06-28 15:29:00,2025-06-28 16:59:00,Lobby,Electrical,Control panel fault,Corrective,Medium,Evening,ENG-06,11,True,False,28,62,1.5,1.03,72.38,39.66,112.04,120,True,False,4.3
WO-01196,2025-06-29 06:23:00,2025-06-29 09:46:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Overnight,ENG-08,7,True,False,156,47,3.38,0.78,53.34,30.03,83.37,240,True,False,4.6
WO-00700,2025-06-29 09:10:00,2025-06-29 11:22:00,Kitchen,Refrigeration,Door seal failure,Corrective,Medium,Day,ENG-02,3,False,False,35,97,2.2,1.62,17.64,62.37,80.01,120,True,False,
WO-00402,2025-06-30 15:17:00,2025-06-30 18:58:00,Guest Room,HVAC,Condensate leak,Corrective,Medium,Evening,ENG-07,15,False,False,80,141,3.68,2.35,93.35,90.48,183.83,120,True,False,
WO-00712,2025-07-01 02:19:00,2025-07-01 03:24:00,Guest Room,General Maintenance,Door hardware,Corrective,Emergency,Overnight,ENG-08,7,True,False,8,57,1.08,0.95,52.78,36.57,89.35,15,True,False,4.3
WO-00894,2025-07-01 08:00:00,2025-07-01 09:27:00,Kitchen,General Maintenance,Signage repair,Corrective,Medium,Day,ENG-02,10,False,False,52,35,1.45,0.58,66.39,22.33,88.72,120,True,False,
WO-00427,2025-07-01 08:19:00,2025-07-01 12:28:00,Lobby,Plumbing,Low water pressure,Corrective,Low,Day,ENG-04,4,False,False,127,122,4.15,2.03,141.44,78.15,219.59,240,True,False,
WO-00438,2025-07-01 08:59:00,2025-07-01 11:35:00,Lobby,Electrical,Breaker trip,Corrective,Medium,Day,ENG-03,9,False,False,70,86,2.6,1.43,77.03,55.05,132.08,120,True,False,
WO-00845,2025-07-01 09:24:00,2025-07-01 11:04:00,Exterior,Electrical,Lighting outage,Corrective,High,Day,ENG-03,1,False,False,29,71,1.67,1.18,74.53,45.43,119.96,30,True,False,
WO-01124,2025-07-01 16:31:00,2025-07-01 20:55:00,Exterior,General Maintenance,Wall or ceiling damage,Corrective,Low,Evening,ENG-07,1,False,False,208,56,4.4,0.93,69.72,35.8,105.52,240,True,False,
WO-00752,2025-07-01 18:13:00,2025-07-01 21:54:00,Mechanical Room,HVAC,Fan motor failure,Corrective,High,Evening,ENG-05,11,False,False,11,210,3.68,3.5,194.44,134.75,329.19,30,True,True,
WO-00006,2025-07-01 23:51:00,2025-07-02 01:27:00,Kitchen,General Maintenance,Signage repair,Corrective,Medium,Overnight,ENG-09,3,False,False,52,44,1.6,0.73,37.75,28.11,65.86,120,True,False,
WO-00563,2025-07-02 03:10:00,2025-07-02 05:56:00,Mechanical Room,HVAC,Room not cooling,Corrective,Medium,Overnight,ENG-08,15,True,False,52,114,2.77,1.9,77.91,73.15,151.06,120,True,True,4.6
WO-01087,2025-07-02 09:10:00,2025-07-02 12:12:00,Laundry,Plumbing,Fixture leak,Corrective,Low,Day,ENG-03,2,False,False,77,105,3.03,1.75,64.88,67.38,132.26,240,True,False,
WO-00849,2025-07-02 10:05:00,2025-07-02 13:33:00,Kitchen,Refrigeration,Door seal failure,Corrective,Medium,Day,ENG-02,9,False,False,77,131,3.47,2.18,77.21,83.93,161.14,120,True,True,
WO-00350,2025-07-02 15:39:00,2025-07-02 18:43:00,Laundry,Plumbing,No hot water,Corrective,Low,Evening,ENG-07,7,False,False,126,58,3.07,0.97,72.99,37.34,110.33,240,True,False,
WO-00264,2025-07-02 19:46:00,2025-07-02 22:13:00,Guest Room,Electrical,Preventive inspection,Preventive,Medium,Evening,ENG-05,6,True,False,69,78,2.45,1.3,5.79,50.05,55.84,120,True,False,4.2
WO-00016,2025-07-03 09:20:00,2025-07-03 13:22:00,Mechanical Room,Refrigeration,Coil cleaning,Corrective,Medium,Day,ENG-02,5,True,False,92,150,4.03,2.5,236.75,96.25,333.0,120,True,False,4.2
WO-00975,2025-07-03 16:56:00,2025-07-03 19:28:00,Mechanical Room,HVAC,Thermostat fault,Corrective,High,Evening,ENG-05,6,False,False,19,133,2.53,2.22,71.74,85.47,157.21,30,True,True,
WO-00124,2025-07-03 18:03:00,2025-07-03 21:51:00,Guest Room,Plumbing,Low water pressure,Corrective,Medium,Evening,ENG-06,6,True,False,109,119,3.8,1.98,8.49,76.23,84.72,120,True,False,4.2
WO-00313,2025-07-03 18:31:00,2025-07-03 21:05:00,Guest Room,Plumbing,Preventive inspection,Corrective,High,Evening,ENG-05,8,True,False,24,130,2.57,2.17,192.2,83.55,275.75,30,True,False,4.2
WO-00582,2025-07-04 06:52:00,2025-07-04 10:23:00,Lobby,General Maintenance,Preventive inspection,Preventive,Low,Overnight,ENG-09,12,False,False,164,47,3.52,0.78,47.98,30.03,78.01,240,True,False,
WO-00496,2025-07-04 07:04:00,2025-07-04 08:31:00,Exterior,General Maintenance,Preventive inspection,Corrective,Medium,Day,ENG-01,5,False,False,49,38,1.45,0.63,48.86,24.25,73.11,120,True,False,
WO-00888,2025-07-04 16:59:00,2025-07-04 18:39:00,Lobby,Plumbing,Fixture leak,Corrective,High,Evening,ENG-07,7,True,False,12,88,1.67,1.47,126.33,56.59,182.92,30,True,False,4.6
WO-00999,2025-07-04 17:35:00,2025-07-04 20:34:00,Lobby,General Maintenance,Preventive inspection,Preventive,Medium,Evening,ENG-07,1,False,False,142,37,2.98,0.62,8.48,23.87,32.35,120,False,False,
WO-01093,2025-07-04 19:00:00,2025-07-04 22:03:00,Kitchen,General Maintenance,Door hardware,Corrective,Low,Evening,ENG-05,10,False,False,154,29,3.05,0.48,76.25,18.48,94.73,240,True,False,
WO-01182,2025-07-05 08:43:00,2025-07-05 12:32:00,Mechanical Room,Refrigeration,Compressor fault,Corrective,Low,Day,ENG-04,4,False,False,138,91,3.82,1.52,295.5,58.52,354.02,240,True,False,
WO-00943,2025-07-05 14:01:00,2025-07-05 15:54:00,Lobby,HVAC,Thermostat fault,Corrective,Emergency,Day,ENG-02,11,True,False,10,103,1.88,1.72,93.53,66.22,159.75,15,True,True,4.2
WO-00575,2025-07-05 18:55:00,2025-07-05 22:49:00,Meeting Space,HVAC,Fan motor failure,Corrective,Low,Evening,ENG-07,12,False,False,150,84,3.9,1.4,206.8,53.9,260.7,240,True,False,
WO-00968,2025-07-06 11:49:00,2025-07-06 13:31:00,Guest Room,Life Safety,Emergency light failure,Corrective,Emergency,Day,ENG-01,9,True,False,8,94,1.7,1.57,127.87,60.45,188.32,15,True,False,4.3
WO-00029,2025-07-08 07:44:00,2025-07-08 09:36:00,Guest Room,Life Safety,Alarm device fault,Corrective,High,Day,ENG-03,10,True,True,21,91,1.87,1.52,112.37,58.52,170.89,30,True,False,4.3
WO-00074,2025-07-08 10:26:00,2025-07-08 12:22:00,Laundry,Plumbing,Fixture leak,Corrective,High,Day,ENG-03,6,False,False,21,95,1.93,1.58,6.98,60.83,67.81,30,True,False,
WO-00895,2025-07-08 15:00:00,2025-07-08 18:45:00,Meeting Space,Refrigeration,Compressor fault,Corrective,Emergency,Evening,ENG-06,9,False,False,12,213,3.75,3.55,12.72,136.67,149.39,15,True,False,
WO-00032,2025-07-08 15:35:00,2025-07-08 18:25:00,Lobby,HVAC,Filter replacement,Corrective,High,Evening,ENG-05,14,False,False,25,145,2.83,2.42,200.58,93.17,293.75,30,True,False,
WO-00917,2025-07-10 08:07:00,2025-07-10 10:28:00,Guest Room,HVAC,Condensate leak,Corrective,Medium,Day,ENG-01,7,True,False,42,99,2.35,1.65,147.0,63.52,210.52,120,True,False,4.1
WO-00037,2025-07-10 14:16:00,2025-07-10 17:05:00,Exterior,General Maintenance,Preventive inspection,Preventive,Low,Day,ENG-04,9,False,False,106,63,2.82,1.05,12.9,40.43,53.33,240,True,False,
WO-01108,2025-07-10 14:21:00,2025-07-10 15:50:00,Kitchen,Plumbing,No hot water,Corrective,Emergency,Day,ENG-03,6,False,False,13,76,1.48,1.27,154.16,48.9,203.06,15,True,False,
WO-00934,2025-07-10 16:28:00,2025-07-10 20:56:00,Kitchen,Refrigeration,Temperature above range,Preventive,Low,Evening,ENG-06,9,False,False,197,71,4.47,1.18,255.14,45.43,300.57,240,True,False,
WO-00791,2025-07-10 21:43:00,2025-07-11 03:30:00,Meeting Space,General Maintenance,Preventive inspection,Preventive,Low,Evening,ENG-07,7,False,False,293,54,5.78,0.9,8.36,34.65,43.01,240,False,False,
WO-01027,2025-07-11 07:35:00,2025-07-11 10:16:00,Kitchen,Refrigeration,Coil cleaning,Preventive,Low,Day,ENG-02,8,False,False,65,96,2.68,1.6,149.47,61.6,211.07,240,True,False,
WO-00984,2025-07-11 08:16:00,2025-07-11 10:47:00,Meeting Space,Electrical,Outlet failure,Corrective,Low,Day,ENG-04,10,False,False,84,67,2.52,1.12,8.67,43.12,51.79,240,True,False,
WO-00891,2025-07-11 15:41:00,2025-07-11 17:47:00,Guest Room,HVAC,Room not cooling,Preventive,Low,Evening,ENG-07,11,True,False,71,55,2.1,0.92,11.08,35.42,46.5,240,True,False,4.7
WO-00556,2025-07-11 16:33:00,2025-07-11 17:57:00,Guest Room,General Maintenance,Furniture repair,Corrective,Medium,Evening,ENG-05,4,True,False,44,40,1.4,0.67,52.73,25.8,78.53,120,True,False,4.4
WO-00281,2025-07-11 17:40:00,2025-07-11 19:10:00,Laundry,Plumbing,Preventive inspection,Corrective,High,Evening,ENG-07,3,False,False,11,79,1.5,1.32,269.03,50.82,319.85,30,True,False,
WO-01157,2025-07-11 18:27:00,2025-07-12 00:05:00,Kitchen,Refrigeration,Temperature above range,Corrective,Low,Evening,ENG-06,8,False,False,216,122,5.63,2.03,70.81,78.15,148.96,240,True,True,
WO-00066,2025-07-11 18:28:00,2025-07-11 21:17:00,Lobby,HVAC,Fan motor failure,Corrective,Medium,Evening,ENG-05,8,False,False,66,103,2.82,1.72,54.06,66.22,120.28,120,True,False,
WO-00878,2025-07-11 23:31:00,2025-07-12 02:21:00,Lobby,HVAC,Fan motor failure,Preventive,Low,Overnight,ENG-08,12,False,False,109,61,2.83,1.02,70.66,39.27,109.93,240,True,False,
WO-00824,2025-07-12 02:59:00,2025-07-12 07:44:00,Guest Room,HVAC,Room not cooling,Corrective,Medium,Overnight,ENG-08,9,True,False,71,214,4.75,3.57,234.56,137.44,372.0,120,True,False,4.6
WO-00386,2025-07-12 03:16:00,2025-07-12 06:09:00,Guest Room,Electrical,Lighting outage,Corrective,Low,Overnight,ENG-09,5,False,False,95,78,2.88,1.3,59.6,50.05,109.65,240,True,False,
WO-01112,2025-07-12 06:04:00,2025-07-12 09:41:00,Kitchen,Refrigeration,Door seal failure,Preventive,Low,Overnight,ENG-08,9,False,False,153,64,3.62,1.07,47.58,41.2,88.78,240,True,False,
WO-00858,2025-07-12 07:46:00,2025-07-12 11:29:00,Kitchen,Refrigeration,Coil cleaning,Corrective,Medium,Day,ENG-02,9,False,False,81,142,3.72,2.37,154.26,91.25,245.51,120,True,False,
WO-01004,2025-07-12 09:32:00,2025-07-12 11:19:00,Lobby,Life Safety,Alarm device fault,Corrective,Medium,Day,ENG-02,5,False,False,54,53,1.78,0.88,95.83,33.88,129.71,120,True,False,
WO-00914,2025-07-12 18:53:00,2025-07-12 20:32:00,Guest Room,Plumbing,Fixture leak,Corrective,Medium,Evening,ENG-06,6,True,False,54,45,1.65,0.75,181.18,28.88,210.06,120,True,False,3.9
WO-00545,2025-07-12 22:12:00,2025-07-12 23:33:00,Lobby,General Maintenance,Door hardware,Corrective,High,Evening,ENG-05,9,False,False,23,58,1.35,0.97,126.68,37.34,164.02,30,True,True,
WO-00176,2025-07-12 23:51:00,2025-07-13 02:22:00,Guest Room,Plumbing,Preventive inspection,Corrective,Medium,Overnight,ENG-08,10,False,False,75,76,2.52,1.27,60.82,48.9,109.72,120,True,False,
WO-00171,2025-07-13 05:23:00,2025-07-13 09:30:00,Mechanical Room,HVAC,Fan motor failure,Corrective,Medium,Overnight,ENG-08,11,False,False,156,91,4.12,1.52,30.31,58.52,88.83,120,False,False,
WO-00889,2025-07-13 07:42:00,2025-07-13 09:34:00,Exterior,General Maintenance,Preventive inspection,Preventive,Medium,Day,ENG-01,13,False,False,64,48,1.87,0.8,4.14,30.8,34.94,120,True,False,
WO-00808,2025-07-13 13:45:00,2025-07-13 16:04:00,Guest Room,HVAC,Fan motor failure,Preventive,Medium,Day,ENG-03,6,True,False,78,61,2.32,1.02,58.18,39.27,97.45,120,True,False,4.6
WO-00479,2025-07-13 17:00:00,2025-07-13 19:30:00,Lobby,Life Safety,Exit sign failure,Corrective,Medium,Evening,ENG-06,1,False,False,47,103,2.5,1.72,199.11,66.22,265.33,120,True,False,
WO-00177,2025-07-13 18:47:00,2025-07-13 20:27:00,Guest Room,General Maintenance,Door hardware,Corrective,High,Evening,ENG-07,8,True,False,46,54,1.67,0.9,7.98,34.65,42.63,30,False,False,3.8
WO-00610,2025-07-14 15:40:00,2025-07-14 18:10:00,Guest Room,Electrical,Outlet failure,Corrective,Medium,Evening,ENG-07,12,True,False,54,96,2.5,1.6,29.42,61.6,91.02,120,True,False,4.5
WO-00736,2025-07-15 01:08:00,2025-07-15 03:17:00,Meeting Space,General Maintenance,Preventive inspection,Preventive,Medium,Overnight,ENG-08,5,False,False,112,17,2.15,0.28,9.37,10.78,20.15,120,True,False,
WO-00884,2025-07-15 09:21:00,2025-07-15 13:52:00,Guest Room,Plumbing,Preventive inspection,Corrective,Low,Day,ENG-04,1,False,False,206,65,4.52,1.08,3.49,41.58,45.07,240,True,False,
WO-00777,2025-07-15 15:18:00,2025-07-15 17:04:00,Guest Room,HVAC,Condensate leak,Preventive,Medium,Evening,ENG-05,13,True,False,47,59,1.77,0.98,103.11,37.73,140.84,120,True,False,4.4
WO-00641,2025-07-17 10:25:00,2025-07-17 13:19:00,Mechanical Room,Refrigeration,Compressor fault,Corrective,Emergency,Day,ENG-04,6,False,False,14,160,2.9,2.67,170.56,102.8,273.36,15,True,False,
WO-00562,2025-07-17 17:44:00,2025-07-17 20:19:00,Guest Room,General Maintenance,Signage repair,Corrective,Medium,Evening,ENG-05,10,False,False,91,64,2.58,1.07,75.29,41.2,116.49,120,True,False,
WO-00087,2025-07-18 03:27:00,2025-07-18 07:01:00,Mechanical Room,HVAC,Filter replacement,Corrective,High,Overnight,ENG-08,9,False,False,27,187,3.57,3.12,150.91,120.12,271.03,30,True,False,
WO-00531,2025-07-18 05:41:00,2025-07-18 08:36:00,Kitchen,Electrical,Breaker trip,Corrective,High,Overnight,ENG-08,13,True,False,15,160,2.92,2.67,45.03,102.8,147.83,30,True,False,4.2
WO-00905,2025-07-18 09:34:00,2025-07-18 12:32:00,Kitchen,Refrigeration,Temperature above range,Corrective,Medium,Day,ENG-01,4,False,False,47,131,2.97,2.18,87.55,83.93,171.48,120,True,False,
WO-00978,2025-07-18 13:23:00,2025-07-18 15:18:00,Kitchen,Electrical,Preventive inspection,Corrective,High,Day,ENG-01,13,False,False,20,95,1.92,1.58,109.43,60.83,170.26,30,True,False,
WO-00367,2025-07-18 15:31:00,2025-07-18 18:27:00,Kitchen,Refrigeration,Temperature above range,Corrective,Medium,Evening,ENG-05,1,False,False,48,128,2.93,2.13,167.18,82.0,249.18,120,True,False,
WO-00204,2025-07-18 19:02:00,2025-07-18 20:47:00,Guest Room,Electrical,Preventive inspection,Preventive,Medium,Evening,ENG-05,5,True,False,52,53,1.75,0.88,47.47,33.88,81.35,120,True,False,4.1
WO-00107,2025-07-18 21:27:00,2025-07-18 22:45:00,Meeting Space,General Maintenance,Preventive inspection,Corrective,Medium,Evening,ENG-06,12,False,False,33,45,1.3,0.75,55.4,28.88,84.28,120,True,False,
WO-00416,2025-07-18 22:16:00,2025-07-19 02:22:00,Kitchen,HVAC,Fan motor failure,Corrective,Medium,Evening,ENG-07,1,False,False,95,151,4.1,2.52,59.84,97.02,156.86,120,True,False,
WO-01042,2025-07-18 22:45:00,2025-07-19 00:34:00,Guest Room,HVAC,Fan motor failure,Corrective,High,Evening,ENG-07,7,True,True,18,91,1.82,1.52,254.41,58.52,312.93,30,True,False,4.5
WO-00253,2025-07-20 03:31:00,2025-07-20 05:03:00,Kitchen,General Maintenance,Preventive inspection,Corrective,High,Overnight,ENG-08,9,False,False,43,49,1.53,0.82,2.67,31.57,34.24,30,False,False,
WO-00349,2025-07-20 07:16:00,2025-07-20 12:42:00,Guest Room,HVAC,Condensate leak,Corrective,Low,Day,ENG-03,14,True,False,114,212,5.43,3.53,12.48,135.91,148.39,240,True,False,4.3
WO-00572,2025-07-20 12:37:00,2025-07-20 14:34:00,Kitchen,General Maintenance,Signage repair,Corrective,Medium,Day,ENG-04,12,False,False,74,43,1.95,0.72,76.11,27.72,103.83,120,True,False,
WO-00759,2025-07-20 13:14:00,2025-07-20 15:36:00,Guest Room,Electrical,Outlet failure,Corrective,Low,Day,ENG-04,9,True,False,82,60,2.37,1.0,44.75,38.5,83.25,240,True,False,4.6
WO-00950,2025-07-20 17:55:00,2025-07-20 20:51:00,Guest Room,Electrical,Lighting outage,Corrective,Medium,Evening,ENG-05,5,False,False,76,100,2.93,1.67,226.84,64.3,291.14,120,True,False,
WO-00094,2025-07-22 07:27:00,2025-07-22 10:34:00,Mechanical Room,HVAC,Thermostat fault,Corrective,Medium,Day,ENG-02,6,False,False,59,128,3.12,2.13,139.34,82.0,221.34,120,True,False,
WO-00887,2025-07-22 09:20:00,2025-07-22 11:57:00,Meeting Space,HVAC,Filter replacement,Corrective,Medium,Day,ENG-01,10,True,False,40,117,2.62,1.95,157.46,75.08,232.54,120,True,False,4.8
WO-00705,2025-07-22 18:11:00,2025-07-22 20:18:00,Lobby,Plumbing,Preventive inspection,Corrective,Medium,Evening,ENG-05,3,False,False,57,70,2.12,1.17,105.16,45.04,150.2,120,True,False,
WO-00332,2025-07-23 06:12:00,2025-07-23 10:09:00,Guest Room,Plumbing,Drain blockage,Corrective,Medium,Overnight,ENG-08,6,False,False,127,110,3.95,1.83,62.23,70.45,132.68,120,False,False,
WO-00591,2025-07-23 15:21:00,2025-07-23 17:05:00,Guest Room,Electrical,Outlet failure,Corrective,High,Evening,ENG-07,4,True,True,19,85,1.73,1.42,83.07,54.67,137.74,30,True,False,4.8
WO-00257,2025-07-23 16:47:00,2025-07-23 18:11:00,Guest Room,General Maintenance,Furniture repair,Corrective,Emergency,Evening,ENG-06,8,True,True,10,74,1.4,1.23,14.84,47.35,62.19,15,True,False,5.0
WO-00995,2025-07-24 14:36:00,2025-07-24 17:17:00,Guest Room,Plumbing,Preventive inspection,Preventive,Low,Day,ENG-01,13,True,False,88,73,2.68,1.22,16.37,46.97,63.34,240,True,False,4.9
WO-00639,2025-07-24 16:24:00,2025-07-24 18:46:00,Guest Room,HVAC,Thermostat fault,Corrective,Medium,Evening,ENG-07,6,False,False,35,107,2.37,1.78,59.37,68.53,127.9,120,True,False,
WO-00272,2025-07-24 17:38:00,2025-07-24 19:16:00,Mechanical Room,Plumbing,Preventive inspection,Corrective,High,Evening,ENG-05,4,False,False,23,75,1.63,1.25,70.36,48.12,118.48,30,True,False,
WO-00063,2025-07-24 23:57:00,2025-07-25 02:48:00,Kitchen,HVAC,Condensate leak,Corrective,High,Overnight,ENG-08,10,False,False,36,135,2.85,2.25,259.23,86.62,345.85,30,False,False,
WO-00683,2025-07-25 02:32:00,2025-07-25 04:16:00,Kitchen,Plumbing,Fixture leak,Corrective,Medium,Overnight,ENG-08,10,False,False,39,65,1.73,1.08,73.78,41.58,115.36,120,True,False,
WO-00036,2025-07-25 06:02:00,2025-07-25 07:37:00,Meeting Space,Life Safety,Sprinkler inspection,Corrective,High,Overnight,ENG-08,12,False,False,21,74,1.58,1.23,37.12,47.35,84.47,30,True,False,
WO-00638,2025-07-25 08:36:00,2025-07-25 12:17:00,Laundry,Plumbing,Low water pressure,Corrective,Medium,Day,ENG-03,7,False,False,58,163,3.68,2.72,111.49,104.72,216.21,120,True,False,
WO-00961,2025-07-25 11:26:00,2025-07-25 15:18:00,Guest Room,Plumbing,Low water pressure,Corrective,Low,Day,ENG-04,9,True,False,159,73,3.87,1.22,53.97,46.97,100.94,240,True,False,4.5
WO-00960,2025-07-25 13:27:00,2025-07-25 17:14:00,Kitchen,Refrigeration,Coil cleaning,Corrective,Medium,Day,ENG-01,1,False,False,56,171,3.78,2.85,367.67,109.73,477.4,120,True,False,
WO-00194,2025-07-25 16:01:00,2025-07-25 17:19:00,Guest Room,General Maintenance,Preventive inspection,Corrective,High,Evening,ENG-05,8,True,True,19,59,1.3,0.98,6.77,37.73,44.5,30,True,False,4.7
WO-00692,2025-07-26 10:46:00,2025-07-26 13:57:00,Guest Room,HVAC,Room not cooling,Preventive,Low,Day,ENG-04,9,True,False,109,82,3.18,1.37,51.5,52.75,104.25,240,True,True,4.5
WO-01075,2025-07-26 23:26:00,2025-07-27 03:06:00,Guest Room,HVAC,Fan motor failure,Corrective,Medium,Overnight,ENG-08,11,True,False,95,125,3.67,2.08,400.33,80.08,480.41,120,True,False,4.4
WO-00418,2025-07-27 01:24:00,2025-07-27 04:39:00,Guest Room,HVAC,Room not cooling,Corrective,Low,Overnight,ENG-09,8,True,False,110,85,3.25,1.42,112.73,54.67,167.4,240,True,False,4.1
WO-01129,2025-07-27 09:54:00,2025-07-27 12:11:00,Guest Room,Plumbing,Fixture leak,Corrective,High,Day,ENG-01,12,True,True,28,109,2.28,1.82,195.01,70.07,265.08,30,True,False,4.2
WO-00724,2025-07-27 10:33:00,2025-07-27 12:43:00,Meeting Space,Electrical,Lighting outage,Corrective,Medium,Day,ENG-04,4,False,False,56,74,2.17,1.23,22.33,47.35,69.68,120,True,False,
WO-00065,2025-07-27 10:37:00,2025-07-27 12:48:00,Guest Room,Plumbing,Drain blockage,Corrective,High,Day,ENG-03,6,True,True,16,115,2.18,1.92,20.79,73.92,94.71,30,True,False,4.7
WO-00406,2025-07-27 12:12:00,2025-07-27 15:29:00,Kitchen,Refrigeration,Coil cleaning,Corrective,Medium,Day,ENG-02,14,False,False,32,165,3.28,2.75,188.45,105.88,294.33,120,True,False,
WO-00802,2025-07-27 16:53:00,2025-07-27 19:47:00,Guest Room,General Maintenance,Preventive inspection,Corrective,Medium,Evening,ENG-06,12,False,False,82,92,2.9,1.53,97.0,58.91,155.91,120,True,True,
WO-00119,2025-07-28 07:16:00,2025-07-28 10:31:00,Guest Room,HVAC,Filter replacement,Corrective,High,Day,ENG-02,10,True,True,18,177,3.25,2.95,101.29,113.58,214.87,30,True,False,4.0
WO-00829,2025-07-28 14:51:00,2025-07-28 18:29:00,Mechanical Room,Refrigeration,Temperature above range,Corrective,Medium,Day,ENG-04,14,False,False,53,165,3.63,2.75,403.31,105.88,509.19,120,True,False,
WO-00101,2025-07-28 15:34:00,2025-07-28 17:08:00,Lobby,Electrical,Breaker trip,Corrective,High,Evening,ENG-07,17,False,False,13,81,1.57,1.35,154.85,51.98,206.83,30,True,False,
WO-00231,2025-07-29 08:51:00,2025-07-29 10:39:00,Guest Room,Life Safety,Alarm device fault,Corrective,High,Day,ENG-01,1,False,False,26,82,1.8,1.37,20.5,52.75,73.25,30,True,False,
WO-01131,2025-07-29 09:18:00,2025-07-29 11:13:00,Mechanical Room,HVAC,Thermostat fault,Corrective,Medium,Day,ENG-03,8,False,False,36,79,1.92,1.32,50.36,50.82,101.18,120,True,False,
WO-00546,2025-07-29 17:35:00,2025-07-29 19:45:00,Kitchen,Electrical,Outlet failure,Corrective,Medium,Evening,ENG-07,6,False,False,60,70,2.17,1.17,64.07,45.04,109.11,120,True,False,
WO-00369,2025-07-29 17:54:00,2025-07-29 20:08:00,Guest Room,Electrical,Control panel fault,Corrective,High,Evening,ENG-05,4,False,False,48,86,2.23,1.43,23.98,55.05,79.03,30,False,False,
WO-00554,2025-07-29 18:01:00,2025-07-29 18:50:00,Guest Room,General Maintenance,Signage repair,Corrective,High,Evening,ENG-05,5,True,True,19,30,0.82,0.5,7.52,19.25,26.77,30,True,False,4.6
WO-00991,2025-07-30 09:28:00,2025-07-30 11:38:00,Meeting Space,HVAC,Fan motor failure,Preventive,Medium,Day,ENG-04,12,False,False,53,77,2.17,1.28,72.07,49.28,121.35,120,True,False,
WO-01178,2025-07-30 12:02:00,2025-07-30 14:18:00,Kitchen,HVAC,Filter replacement,Corrective,Medium,Day,ENG-04,4,False,False,53,83,2.27,1.38,75.31,53.13,128.44,120,True,False,
WO-00399,2025-07-30 14:58:00,2025-07-30 16:46:00,Guest Room,Plumbing,Preventive inspection,Preventive,Medium,Day,ENG-03,6,True,False,53,55,1.8,0.92,31.4,35.42,66.82,120,True,False,4.3
WO-00625,2025-07-30 17:36:00,2025-07-30 20:17:00,Guest Room,HVAC,Filter replacement,Corrective,Medium,Evening,ENG-05,11,True,False,37,124,2.68,2.07,63.0,79.69,142.69,120,True,False,4.5
WO-00064,2025-07-30 17:37:00,2025-07-30 20:57:00,Meeting Space,HVAC,Fan motor failure,Corrective,Medium,Evening,ENG-05,7,False,False,108,92,3.33,1.53,220.8,58.91,279.71,120,True,True,
WO-01000,2025-07-30 21:24:00,2025-07-30 23:47:00,Guest Room,HVAC,Filter replacement,Corrective,Medium,Evening,ENG-07,8,False,False,72,71,2.38,1.18,59.23,45.43,104.66,120,True,False,
WO-00820,2025-07-31 02:27:00,2025-07-31 07:34:00,Kitchen,Refrigeration,Ice buildup,Corrective,Medium,Overnight,ENG-08,1,False,False,152,155,5.12,2.58,14.3,99.33,113.63,120,False,False,
WO-01096,2025-07-31 09:19:00,2025-07-31 13:26:00,Guest Room,HVAC,Fan motor failure,Corrective,Medium,Day,ENG-04,15,True,False,86,161,4.12,2.68,222.36,103.18,325.54,120,True,False,3.8
WO-00302,2025-07-31 12:18:00,2025-07-31 14:48:00,Guest Room,Plumbing,Drain blockage,Corrective,Low,Day,ENG-03,10,True,False,81,69,2.5,1.15,42.65,44.27,86.92,240,True,False,3.8
